OD,Dia.,Lg. Max,Min.,Max.,"Rate, lbs./mm",Rate N/mm,Material,Pkg. Qty.,Part Number,Pkg.,Lg.
11.0998,1.397,118.11,2.76,10.5,0.192519685,0.856370224,302 Stainless Steel,1,9065K514,4.92,82.55
11.1252,1.2192,165.1,1.62,8.5,0.083070866,0.369517622,302 Stainless Steel,6,94135K25,13.9,82.55
12.7,1.397,131.572,2.1,9.25,0.131102362,0.583172361,302 Stainless Steel,1,9065K522,5.63,82.55
14.2748,2.3114,94.996,12.73,28.47,1.268897638,5.6443379,302 Stainless Steel,1,94135K74,7.79,82.55
19.05,1.2446,190.5,0.49,2.97,0.022952756,0.102098945,316 Stainless Steel,1,4992N682,10.82,82.55
19.05,1.2446,320.04,0.5,4.48,0.016929134,0.075304539,302 Stainless Steel,1,9065K549,7.41,82.55
25.4,1.6002,263.652,0.75,8.08,0.039370079,0.175126835,302 Stainless Steel,1,7749N61,9.65,82.55
7.1374,0.635,206.502,0.3,1.54,0.01023622,0.045532977,302 Stainless Steel,3,94135K537,10.68,85.73
6.096,0.6604,222.504,0.25,2.75,0.019685039,0.087563418,302 Stainless Steel,3,7749N611,12.58,88.90
6.096,0.7366,190.754,0.33,3.75,0.032795276,0.145880654,302 Stainless Steel,3,7749N612,12.18,88.90
6.096,0.8636,126.238,0.54,3.49,0.078700787,0.350078544,316 Stainless Steel,2,4992N684,16.48,88.90
9.144,0.8636,254.254,0.36,3.98,0.022952756,0.102098945,302 Stainless Steel,3,7749N617,16.1,88.90
9.144,0.9398,220.218,0.43,5.13,0.034251969,0.152360347,302 Stainless Steel,3,9065K108,14.22,88.90
9.144,1.2446,154.178,1,11,0.154133858,0.68562156,302 Stainless Steel,5,7749N62,17.15,88.90
9.144,1.397,133.858,1.39,15.29,0.307874016,1.369491852,302 Stainless Steel,1,9065K116,5.11,88.90
11.0998,1.397,129.54,2.76,10.5,0.172834646,0.768806807,302 Stainless Steel,1,9065K515,5.13,88.90
11.1252,1.2192,179.578,1.62,8.5,0.075590551,0.336243524,302 Stainless Steel,6,94135K26,14.5,88.90
12.7,0.9398,345.186,0.33,3.67,0.013110236,0.058317236,302 Stainless Steel,3,7749N622,16.1,88.90
12.7,1.0414,287.528,0.42,4.83,0.022952756,0.102098945,302 Stainless Steel,3,7749N623,16.1,88.90
12.7,1.143,244.856,0.61,6.52,0.037795276,0.168121762,302 Stainless Steel,1,9065K12,5.11,88.90
12.7,1.2446,219.456,0.73,8.12,0.055748031,0.247979599,302 Stainless Steel,3,7749N624,15.38,88.90
12.7,1.397,141.732,1,6.53,0.10496063,0.466888143,316 Stainless Steel,2,4992N693,17.93,88.90
12.7,1.397,182.626,1.04,11.38,0.109448819,0.486852602,302 Stainless Steel,1,9065K124,5.11,88.90
12.7,1.6002,127.762,1.42,9.83,0.216456693,0.96284734,316 Stainless Steel,1,4992N694,9.3,88.90
12.7,1.6002,154.432,1.42,15.66,0.216456693,0.96284734,302 Stainless Steel,3,7749N625,16.93,88.90
12.7,1.7018,139.7,3,19,0.307086614,1.365989315,302 Stainless Steel,1,9065K637,9.26,88.90
12.7,1.905,131.064,2.29,25.41,0.547677165,2.436189405,302 Stainless Steel,2,7749N627,16.18,88.90
13.4874,2.3114,100.33,14.08,29.91,1.37992126,6.138195575,302 Stainless Steel,1,94135K731,7.85,88.90
16.51,1.7526,137.668,1.58,9.59,0.163976378,0.729403269,316 Stainless Steel,1,4992N699,12.32,88.90
16.51,1.7526,180.848,1.58,16.49,0.163976378,0.729403269,302 Stainless Steel,2,7749N628,16.52,88.90
19.05,1.5748,217.17,1.42,9.35,0.061811024,0.274949131,302 Stainless Steel,3,94135K57,15.01,88.90
19.05,1.7526,150.622,1.29,8.18,0.111496063,0.495959197,316 Stainless Steel,1,4992N702,11.22,88.90
19.05,1.7526,205.74,1.29,14.38,0.111496063,0.495959197,302 Stainless Steel,2,7749N629,15.12,88.90
19.05,1.905,180.086,1.58,17.24,0.170551181,0.75864945,302 Stainless Steel,2,7749N63,15.28,88.90
19.05,2.159,159.258,2.31,25.67,0.331220472,1.473342065,302 Stainless Steel,2,7749N631,17.05,88.90
19.05,2.413,141.478,3.09,34.33,0.593582677,2.640387295,302 Stainless Steel,1,7749N632,9.88,88.90
19.05,2.667,112.522,4.12,28.07,1.016653543,4.522300267,316 Stainless Steel,1,4992N706,15.7,88.90
19.05,2.667,129.794,4.12,45.78,1.016653543,4.522300267,302 Stainless Steel,1,7749N633,11.37,88.90
19.05,2.921,120.904,5.22,58.05,1.652874016,7.352349924,302 Stainless Steel,1,7749N634,10.3,88.90
19.05,3.175,114.3,6.59,73.25,2.620354331,11.65591677,302 Stainless Steel,1,7749N635,9.73,88.90
22.225,2.3114,133.096,5.54,18.98,0.303937008,1.351979168,302 Stainless Steel,1,94135K835,8.22,88.90
25.4,1.6002,318.8462,0.3,8.3,0.033464567,0.14885781,302 Stainless Steel,1,9065K694,10.57,88.90
25.4,3.7592,115.57,8.06,89.61,3.046692913,13.55236527,302 Stainless Steel,1,7749N646,14.02,88.90
31.75,3.7592,122.428,6.62,73.62,1.997244094,8.884184352,302 Stainless Steel,1,7749N653,13.52,88.90
9.525,1.0414,161.798,1.26,4.7,0.051574803,0.229416154,302 Stainless Steel,1,94135K699,5.65,95.25
11.0998,1.397,138.43,2.76,10.5,0.15984252,0.711014951,302 Stainless Steel,1,9065K516,5.32,95.25
12.7,1.397,156.972,2.1,9.25,0.106299213,0.472842455,302 Stainless Steel,1,9065K523,6.14,95.25
12.7,1.8288,118.11,6.49,16.89,0.41496063,1.845836844,302 Stainless Steel,1,94135K729,7.03,95.25
19.05,2.667,117.9322,13.12,32.16,0.906299213,4.031419747,302 Stainless Steel,1,94135K389,14.07,96.85
6.096,0.6604,257.556,0.25,2.75,0.016417323,0.07302789,302 Stainless Steel,3,7749N654,12.58,101.60
7.9502,1.0414,146.304,1.78,5.58,0.08503937,0.378273964,302 Stainless Steel,1,94135K594,5.59,101.60
9.144,1.143,197.358,0.75,8.5,0.082007874,0.364789198,302 Stainless Steel,5,7749N663,17.15,101.60
9.144,1.397,154.94,1.39,15.29,0.263385827,1.171598528,302 Stainless Steel,1,9065K118,5.11,101.60
9.144,1.4732,149.606,1.57,17.51,0.331220472,1.473342065,302 Stainless Steel,3,7749N665,16.08,101.60
9.525,0.889,217.424,0.65,3.02,0.020472441,0.091065954,302 Stainless Steel,1,94135K696,5.66,101.60
9.525,1.1938,148.844,2.14,6.86,0.1,0.444822162,302 Stainless Steel,1,94135K706,5.69,101.60
11.0998,1.397,150.622,2.76,10.5,0.14488189,0.644466754,302 Stainless Steel,1,9065K517,4.44,101.60
11.1252,1.2192,208.788,1.62,8.5,0.064173228,0.285456741,302 Stainless Steel,6,94135K28,15.1,101.60
12.7,0.9398,269.748,0.33,1.99,0.00984252,0.043781709,316 Stainless Steel,2,4992N726,16.98,101.60
12.7,0.9398,408.432,0.33,3.67,0.00984252,0.043781709,302 Stainless Steel,3,7749N666,16.1,101.60
12.7,1.0414,217.932,0.42,2.7,0.019685039,0.087563418,316 Stainless Steel,2,4992N727,19.05,101.60
12.7,1.0414,338.836,0.42,4.83,0.019685039,0.087563418,302 Stainless Steel,3,7749N667,16.1,101.60
12.7,1.143,289.306,0.61,6.52,0.030708661,0.136598931,302 Stainless Steel,1,9065K122,5.11,101.60
12.7,1.2446,257.81,0.73,8.12,0.045905512,0.20419789,302 Stainless Steel,3,7749N668,14.8,101.60
12.7,1.397,164.084,1,6.53,0.088543307,0.393860252,316 Stainless Steel,1,4992N729,9.12,101.60
12.7,1.397,212.852,1.04,11.38,0.092519685,0.411548063,302 Stainless Steel,1,9065K126,5.11,101.60
12.7,1.6002,148.336,1.42,9.83,0.180393701,0.802431159,316 Stainless Steel,1,4992N73,10.73,101.60
12.7,1.6002,170.434,3.52,16.71,0.186614173,0.830101199,302 Stainless Steel,3,94135K29,13.59,101.60
12.7,1.7526,164.084,1.82,20.17,0.291889764,1.298390357,302 Stainless Steel,2,7749N669,17.12,101.60
12.7,1.905,151.638,2.29,25.41,0.462401575,2.05686468,302 Stainless Steel,2,7749N67,16.52,101.60
14.2748,1.1938,231.14,0.91,4.69,0.029133858,0.129593858,302 Stainless Steel,1,94135K734,5.9,101.60
14.732,1.8288,165.608,4.61,21.62,0.26496063,1.178603601,302 Stainless Steel,3,94135K31,13.2,101.60
15.875,1.397,256.54,0.9,8.1,0.047244094,0.210152202,302 Stainless Steel,1,9065K649,7.7,101.60
15.875,1.6002,211.9122,1,13.1,0.098425197,0.437817088,302 Stainless Steel,1,9065K659,9.25,101.60
15.875,1.7526,193.04,2,16,0.153543307,0.682994657,302 Stainless Steel,1,9065K671,10.22,101.60
16.51,1.397,261.874,1.18,7,0.036220472,0.161116688,302 Stainless Steel,1,9065K533,5.28,101.60
16.51,1.6002,203.2,2.1,9.73,0.07480315,0.332740987,302 Stainless Steel,1,9065K543,5.73,101.60
16.51,1.7526,161.036,1.58,9.59,0.134448819,0.598058142,316 Stainless Steel,1,4992N734,12.32,101.60
16.51,1.7526,213.36,1.58,16.49,0.134448819,0.598058142,302 Stainless Steel,2,7749N671,16.85,101.60
19.05,1.6002,258.826,1.53,9.1,0.048425197,0.215406007,302 Stainless Steel,1,9065K564,6.05,101.60
19.05,1.7526,246.38,1.29,14.38,0.091811024,0.40839578,302 Stainless Steel,2,7749N672,16.88,101.60
19.05,1.905,166.116,1.58,10.45,0.137755906,0.612768797,316 Stainless Steel,1,4992N735,12.3,101.60
19.05,2.159,149.352,2.31,15.12,0.268937008,1.196291412,316 Stainless Steel,1,4992N736,14.25,101.60
19.05,2.159,188.214,2.31,25.67,0.268937008,1.196291412,302 Stainless Steel,1,7749N674,9.9,101.60
19.05,2.3114,148.59,7.54,26.83,0.411417323,1.830075428,302 Stainless Steel,1,94135K216,13.98,101.60
19.05,2.413,138.176,3.09,20.95,0.488661417,2.173674279,316 Stainless Steel,1,4992N737,14.25,101.60
19.05,2.413,165.608,3.09,34.33,0.488661417,2.173674279,302 Stainless Steel,1,7749N675,10.8,101.60
19.05,2.667,130.81,4.12,28.07,0.81988189,3.647016344,316 Stainless Steel,1,4992N738,15.43,101.60
19.05,2.667,152.4,4.12,45.78,0.81988189,3.647016344,302 Stainless Steel,1,7749N676,11.03,101.60
19.05,2.921,140.97,5.22,58.05,1.341338583,5.966571277,302 Stainless Steel,1,7749N677,11.03,101.60
19.05,3.175,132.588,6.59,73.25,2.141535433,9.526024203,302 Stainless Steel,1,7749N678,12.95,101.60
20.6502,3.048,127.254,18.89,54.5,1.383070866,6.152205722,302 Stainless Steel,1,94135K742,14.47,101.60
21.59,2.159,203.962,2,21.57,0.19019685,0.846037741,302 Stainless Steel,1,7749N68,10.6,101.60
25.4,1.905,280.416,1.17,13.08,0.065590551,0.291761308,302 Stainless Steel,1,7749N681,10.2,101.60
25.4,2.413,202.692,2.25,24.99,0.226299213,1.006629049,302 Stainless Steel,1,7749N683,11.37,101.60
25.4,3.175,155.448,5.09,56.54,0.954330709,4.245074486,302 Stainless Steel,1,7749N686,16.17,101.60
31.75,2.159,223.52,2,14,0.102362205,0.455329772,302 Stainless Steel,1,9065K698,14.42,101.60
31.75,3.429,160.02,5.15,57.16,0.892047244,3.968023833,302 Stainless Steel,1,7749N694,13.2,101.60
31.75,3.7592,148.59,6.62,73.62,1.426614173,6.345896002,302 Stainless Steel,1,7749N695,14.92,101.60
7.5438,1.0414,149.098,1.95,5.83,0.094094488,0.418553136,302 Stainless Steel,1,94135K549,5.59,107.95
18.2626,2.667,140.97,13.6,42.76,0.88503937,3.936851256,302 Stainless Steel,1,94135K279,14.25,107.95
6.096,0.6604,211.582,0.25,1.53,0.013110236,0.058317236,316 Stainless Steel,2,4992N749,16.48,114.30
6.096,0.6604,291.846,0.25,2.75,0.013110236,0.058317236,302 Stainless Steel,3,7749N696,13.9,114.30
6.096,1.0414,166.878,0.87,9.7,0.167244094,0.743938796,302 Stainless Steel,3,7749N701,12.58,114.30
8.7376,0.635,393.192,0.18,1.27,0.003937008,0.017512684,302 Stainless Steel,1,94135K608,5.69,114.30
9.144,0.8636,226.822,0.36,2.2,0.016417323,0.07302789,316 Stainless Steel,2,4992N751,18.12,114.30
9.525,0.7112,363.982,0.25,1.61,0.005511811,0.024517757,302 Stainless Steel,1,94135K688,5.72,114.30
9.525,0.7874,303.53,0.39,2.15,0.009448819,0.04203044,302 Stainless Steel,1,94135K689,5.72,114.30
9.525,1.1938,168.91,2.14,6.86,0.086220472,0.383527769,302 Stainless Steel,1,94135K708,5.78,114.30
10.3124,0.889,277.368,0.54,2.8,0.013779528,0.061294392,302 Stainless Steel,1,94135K709,5.75,114.30
11.0998,0.7112,471.678,0.16,1.39,0.003543307,0.015761415,302 Stainless Steel,1,94135K712,5.82,114.30
11.0998,1.0414,237.998,0.9,4.07,0.025590551,0.113832443,302 Stainless Steel,1,94135K722,5.85,114.30
11.8872,1.0414,260.604,0.77,3.81,0.020866142,0.092817223,302 Stainless Steel,1,94135K725,5.88,114.30
12.7,0.9398,471.678,0.33,3.67,0.00984252,0.043781709,302 Stainless Steel,3,7749N709,16.4,114.30
12.7,1.2446,296.418,0.73,8.12,0.039370079,0.175126835,302 Stainless Steel,3,7749N712,15.78,114.30
12.7,1.397,187.706,1,6.53,0.075433071,0.335543016,316 Stainless Steel,1,4992N76,10.28,114.30
12.7,1.397,242.824,1.04,11.38,0.078740157,0.35025367,302 Stainless Steel,1,9065K128,5.11,114.30
12.7,1.5748,166.624,3.65,11.26,0.145669291,0.64796929,302 Stainless Steel,1,94135K727,7.19,114.30
12.7,1.7018,185.42,3,19,0.224409449,0.998222961,302 Stainless Steel,1,9065K639,10.22,114.30
12.7,1.905,171.958,2.29,25.41,0.40011811,1.779814027,302 Stainless Steel,2,7749N714,16.23,114.30
15.875,1.7526,218.44,2,16,0.133858268,0.59543124,302 Stainless Steel,1,9065K672,10.22,114.30
16.51,1.6002,203.708,1.17,7.32,0.068858268,0.306296835,316 Stainless Steel,1,4992N763,11.89,114.30
16.51,1.6002,272.034,1.17,12.33,0.068858268,0.306296835,302 Stainless Steel,2,7749N715,16.73,114.30
16.51,1.7526,245.872,1.58,16.49,0.11480315,0.510669852,302 Stainless Steel,2,7749N716,15.93,114.30
19.05,2.159,217.424,2.31,25.67,0.226299213,1.006629049,302 Stainless Steel,1,7749N719,9.52,114.30
19.05,2.921,160.274,5.22,58.05,1.151102362,5.120358409,302 Stainless Steel,1,7749N722,11.03,114.30
19.05,3.175,151.13,6.59,73.25,1.813582677,8.067217666,302 Stainless Steel,1,7749N723,12.95,114.30
25.4,1.905,335.534,1.17,13.08,0.055748031,0.247979599,302 Stainless Steel,1,7749N726,12.2,114.30
25.4,2.921,195.326,4.08,45.23,0.508346457,2.261237697,302 Stainless Steel,1,7749N73,13.2,114.30
25.4,3.175,180.086,5.09,56.54,0.780511811,3.471889509,302 Stainless Steel,1,7749N731,15.77,114.30
28.575,3.175,193.294,4.59,51.02,0.587047244,2.61131624,302 Stainless Steel,1,7749N736,16.17,114.30
12.2936,1.5748,182.753,3.73,13.92,0.156299213,0.695253536,302 Stainless Steel,1,94135K301,7.19,117.48
17.4752,2.3114,172.212,8.87,29.43,0.398031496,1.770532304,302 Stainless Steel,1,94135K808,8.62,120.65
21.59,2.159,240.03,2,20,0.149606299,0.665481974,302 Stainless Steel,1,9065K693,11.49,120.65
21.59,2.159,253.746,2,21.57,0.147598425,0.656550505,302 Stainless Steel,1,7749N744,11,120.65
5.5372,0.5842,252.476,0.36,1.54,0.009448819,0.04203044,302 Stainless Steel,1,94135K322,5.56,127.00
6.096,0.6604,326.644,0.25,2.75,0.013110236,0.058317236,302 Stainless Steel,3,7749N745,13.05,127.00
6.096,0.9398,204.47,0.67,7.25,0.085275591,0.379324725,302 Stainless Steel,3,7749N749,13.05,127.00
6.35,0.7874,201.422,0.91,3.14,0.02992126,0.133096395,302 Stainless Steel,1,94135K439,5.59,127.00
7.9502,0.7874,263.906,0.58,2.56,0.014566929,0.064796929,302 Stainless Steel,1,94135K585,5.72,127.00
7.9502,0.889,221.742,0.96,3.59,0.027559055,0.122588785,302 Stainless Steel,1,94135K592,5.69,127.00
9.144,0.9398,327.66,0.42,4.91,0.022952756,0.102098945,302 Stainless Steel,3,7749N752,16.73,127.00
9.144,1.143,197.866,0.75,5.17,0.062322835,0.27722578,316 Stainless Steel,1,4992N784,9.17,127.00
9.144,1.2446,226.06,1,11,0.101653543,0.452177489,302 Stainless Steel,3,7749N755,15.78,127.00
9.144,1.4732,164.846,1.57,11.22,0.255787402,1.137799049,316 Stainless Steel,1,4992N786,9.73,127.00
12.7,0.9398,534.924,0.33,3.67,0.007874016,0.035025367,302 Stainless Steel,3,7749N758,17.93,127.00
12.7,1.143,375.412,0.58,6.25,0.022952756,0.102098945,302 Stainless Steel,3,7749N76,16.4,127.00
12.7,1.2446,334.01,0.73,8.12,0.036062992,0.160416181,302 Stainless Steel,3,7749N761,15.78,127.00
12.7,1.397,281.94,1.04,11.38,0.068503937,0.304720693,302 Stainless Steel,3,9065K435,11.36,127.00
12.7,1.6002,187.96,1.42,9.83,0.137755906,0.612768797,316 Stainless Steel,1,4992N79,11.45,127.00
12.7,1.6002,229.616,1.42,15.66,0.137755906,0.612768797,302 Stainless Steel,3,7749N762,16.93,127.00
12.7,1.7526,209.55,1.82,20.17,0.222992126,0.991918395,302 Stainless Steel,2,7749N763,16.23,127.00
12.7,1.8288,162.814,6.49,16.89,0.290551181,1.292436044,302 Stainless Steel,1,94135K73,7.29,127.00
12.7,1.905,193.04,2.29,25.41,0.350905512,1.560905483,302 Stainless Steel,2,7749N764,16.23,127.00
14.2748,1.8288,177.292,5.22,15.19,0.198031496,0.880887981,302 Stainless Steel,1,94135K737,7.47,127.00
15.875,1.6002,291.6936,1,13.1,0.070866142,0.315228303,302 Stainless Steel,1,9065K662,10.11,127.00
15.875,1.7526,246.38,2,16,0.114173228,0.507867822,302 Stainless Steel,1,9065K673,10.71,127.00
16.51,1.6002,225.806,1.17,7.32,0.062322835,0.27722578,316 Stainless Steel,1,4992N792,12.93,127.00
17.4752,1.8288,213.868,3.51,12.58,0.104724409,0.465837382,302 Stainless Steel,1,94135K801,7.79,127.00
19.05,1.6002,366.268,1,10.66,0.039370079,0.175126835,302 Stainless Steel,1,7749N767,9.6,127.00
19.05,1.905,280.162,1.58,17.24,0.101653543,0.452177489,302 Stainless Steel,2,7749N769,18.07,127.00
19.05,2.159,246.634,2.31,25.67,0.196771654,0.875283923,302 Stainless Steel,1,7749N77,10.05,127.00
19.05,2.3622,205.74,3,28,0.322834646,1.436040049,302 Stainless Steel,1,9065K689,11.71,127.00
19.05,2.413,214.884,3.09,34.33,0.354173228,1.57544101,302 Stainless Steel,1,7749N771,11,127.00
19.05,2.667,196.342,4.12,45.78,0.60015748,2.669633477,302 Stainless Steel,1,7749N772,11.45,127.00
19.05,3.175,169.418,6.59,73.25,1.570905512,6.987735853,302 Stainless Steel,1,7749N774,13.2,127.00
21.59,2.159,270.256,2,21.57,0.137755906,0.612768797,302 Stainless Steel,1,7749N776,10.6,127.00
25.4,2.159,320.04,1.67,18.49,0.088543307,0.393860252,302 Stainless Steel,1,7749N778,11.4,127.00
25.4,2.921,223.012,4.08,45.23,0.429606299,1.910984026,302 Stainless Steel,1,7749N781,17.33,127.00
25.4,3.175,169.926,5.09,33.36,0.659173228,2.932148603,316 Stainless Steel,1,4992N802,20.18,127.00
25.4,3.175,204.978,5.09,56.54,0.659173228,2.932148603,302 Stainless Steel,1,7749N782,14.92,127.00
28.575,3.175,222.25,4.59,51.02,0.488661417,2.173674279,302 Stainless Steel,1,7749N787,16.17,127.00
38.1,3.175,262.636,3.5,38.85,0.259094488,1.152509703,302 Stainless Steel,1,7749N792,14.28,127.00
38.1,4.4958,187.198,9.14,101.54,1.538110236,6.841855199,302 Stainless Steel,1,7749N794,18.32,127.00
44.45,5.2578,173.736,12.15,135.09,2.63019685,11.69969848,302 Stainless Steel,1,7749N797,21.7,127.00
21.59,1.905,171.45,1,14,0.322834646,1.436040049,302 Stainless Steel,1,9065K692,11.49,133.35
9.144,1.143,275.082,0.75,8.5,0.055748031,0.247979599,302 Stainless Steel,3,7749N798,15.78,139.70
17.4752,2.032,209.296,5.36,16.76,0.163385827,0.726776366,302 Stainless Steel,1,94135K803,8,139.70
19.05,1.6002,285.242,1,6.25,0.036062992,0.160416181,316 Stainless Steel,1,4992N809,14.05,139.70
19.05,1.905,325.882,1.58,17.24,0.088543307,0.393860252,302 Stainless Steel,2,7749N803,17.12,139.70
19.05,2.413,197.104,3.09,20.95,0.311574803,1.385953774,316 Stainless Steel,1,4992N811,16.4,139.70
25.4,2.413,318.262,2.25,24.99,0.134448819,0.598058142,302 Stainless Steel,1,7749N807,11.03,139.70
25.4,2.921,250.698,4.08,45.23,0.370590551,1.6484689,302 Stainless Steel,1,7749N809,17.03,139.70
25.4,3.175,229.616,5.09,56.54,0.573937008,2.552999004,302 Stainless Steel,1,7749N81,18.43,139.70
25.4,3.429,213.36,6.3,69.96,0.862519685,3.836678707,302 Stainless Steel,1,7749N811,20.59,139.70
31.75,2.413,394.208,1.94,21.54,0.075433071,0.335543016,302 Stainless Steel,1,7749N816,14.08,139.70
38.1,3.175,307.34,3.5,38.85,0.20988189,0.933601159,302 Stainless Steel,1,7749N82,18.32,139.70
44.45,5.2578,199.136,12.15,135.09,2.072677165,9.219727368,302 Stainless Steel,1,7749N825,24.11,139.70
6.35,0.7112,276.098,0.61,2.36,0.014173228,0.063045661,302 Stainless Steel,1,94135K438,5.72,152.40
7.1374,0.889,239.268,1.17,3.96,0.032283465,0.143604005,302 Stainless Steel,1,94135K544,5.75,152.40
7.9502,1.0414,224.028,1.78,5.58,0.053149606,0.236421228,302 Stainless Steel,1,94135K595,5.88,152.40
9.144,1.143,236.474,0.75,5.17,0.052480315,0.233444071,316 Stainless Steel,1,4992N821,10.2,152.40
9.144,1.143,301.498,0.75,8.5,0.052480315,0.233444071,302 Stainless Steel,3,7749N828,15.78,152.40
9.144,1.397,205.486,1.33,9.53,0.154133858,0.68562156,316 Stainless Steel,1,4992N823,10.28,152.40
9.144,1.397,241.3,1.33,14.66,0.154133858,0.68562156,302 Stainless Steel,3,7749N83,15.17,152.40
9.525,1.0414,269.494,1.26,4.7,0.029527559,0.131345126,302 Stainless Steel,1,94135K702,6,152.40
9.652,1.2192,252.476,2.03,8.3,0.061023622,0.271446595,302 Stainless Steel,1,94135K59,5.54,152.40
10.922,1.3716,231.648,2.65,9.33,0.084251969,0.374771427,302 Stainless Steel,1,94135K61,5.87,152.40
11.0998,1.5748,202.184,4.69,12.73,0.161811024,0.719771293,302 Stainless Steel,1,94135K723,7.41,152.40
12.7,1.6002,267.208,3.52,16.7,0.111811024,0.497360212,302 Stainless Steel,1,94135K36,7.11,152.40
14.732,1.8288,262.636,4.61,21.64,0.152362205,0.677740852,302 Stainless Steel,1,94135K37,7.57,152.40
19.05,1.905,361.442,1.58,17.24,0.078700787,0.350078544,302 Stainless Steel,2,7749N832,17.12,152.40
19.05,2.413,216.408,3.09,20.95,0.278779528,1.24007312,316 Stainless Steel,1,4992N825,17.6,152.40
19.05,2.413,264.414,3.09,34.33,0.278779528,1.24007312,302 Stainless Steel,1,7749N833,12.57,152.40
19.05,2.921,192.532,5.22,36.64,0.783818898,3.486600163,316 Stainless Steel,1,4992N826,20.15,152.40
21.59,2.159,348.742,2,21.57,0.10496063,0.466888143,302 Stainless Steel,1,7749N835,12.35,152.40
22.225,2.3114,249.428,5.54,18.98,0.138582677,0.61644646,302 Stainless Steel,1,94135K836,9.75,152.40
25.4,2.413,261.874,2.25,15.16,0.118070866,0.525205379,316 Stainless Steel,1,4992N827,20.46,152.40
25.4,2.413,355.6,2.25,24.99,0.118070866,0.525205379,302 Stainless Steel,1,7749N836,11.03,152.40
25.4,2.667,311.15,3.17,35.19,0.203346457,0.904530104,302 Stainless Steel,1,7749N837,14.63,152.40
25.4,2.921,220.218,4.08,26.29,0.327952756,1.458806538,316 Stainless Steel,1,4992N828,22.53,152.40
25.4,2.921,278.638,4.08,45.23,0.327952756,1.458806538,302 Stainless Steel,1,7749N838,17.33,152.40
25.4,3.175,254.254,5.09,56.54,0.50503937,2.246527043,302 Stainless Steel,1,7749N839,19.55,152.40
25.4,3.429,198.374,6.3,41.54,0.767401575,3.413572273,316 Stainless Steel,1,4992N829,27.06,152.40
25.4,3.429,235.204,6.3,69.96,0.767401575,3.413572273,302 Stainless Steel,1,7749N84,20.59,152.40
25.4,3.7592,217.17,8.06,89.61,1.262637795,5.616492733,302 Stainless Steel,1,7749N841,23.67,152.40
28.575,2.159,478.536,1.57,17.47,0.049212598,0.218908544,302 Stainless Steel,1,7749N842,13.52,152.40
38.1,3.7592,239.268,12.59,42.12,0.366929134,1.632182105,302 Stainless Steel,1,94135K989,28.3,158.75
15.875,2.032,230.378,6.45,18.32,0.181889764,0.809085979,302 Stainless Steel,1,94135K785,8.22,165.10
19.05,2.3114,235.966,7.54,21.92,0.203149606,0.90365447,302 Stainless Steel,1,94135K821,9.09,165.10
25.4,2.413,284.48,2.25,15.16,0.108228346,0.48142367,316 Stainless Steel,1,4992N833,22.28,165.10
25.4,3.175,278.892,5.09,56.54,0.452559055,2.013082971,302 Stainless Steel,1,7749N86,20.99,165.10
25.4,3.429,258.572,6.3,69.96,0.682125984,3.034247548,302 Stainless Steel,1,7749N861,24.27,165.10
25.4,3.7592,237.49,8.06,89.61,1.12488189,5.003723937,302 Stainless Steel,1,7749N862,24.11,165.10
31.75,2.159,469.9,2,14,0.043307087,0.192639519,302 Stainless Steel,1,9065K703,22.4,165.10
25.4,2.413,414.782,2.25,24.99,0.09511811,0.423106434,302 Stainless Steel,1,7749N878,17.33,177.80
25.4,2.667,374.142,3.17,35.19,0.163976378,0.729403269,302 Stainless Steel,1,7749N879,17.75,177.80
25.4,3.429,280.416,6.3,69.96,0.61984252,2.757196894,302 Stainless Steel,1,7749N882,22.81,177.80
25.4,3.7592,258.064,8.06,89.61,1.016653543,4.522300267,302 Stainless Steel,1,7749N883,24.11,177.80
26.9748,2.667,300.99,6.63,23.28,0.13503937,0.600685045,302 Stainless Steel,1,94135K844,17.14,177.80
28.575,2.159,383.286,1.57,9.67,0.039370079,0.175126835,316 Stainless Steel,1,4992N838,19.89,177.80
28.575,2.159,589.28,1.57,17.47,0.039370079,0.175126835,302 Stainless Steel,1,7749N884,16.32,177.80
31.75,2.159,508,2,14,0.039370079,0.175126835,302 Stainless Steel,1,9065K704,24.78,177.80
34.925,5.2578,212.09,55.79,140.57,2.481496063,11.03824443,302 Stainless Steel,1,94135K168,38.08,177.80
38.1,4.4958,290.068,9.14,101.54,0.823149606,3.661551871,302 Stainless Steel,1,7749N893,28.1,177.80
25.4,2.667,305.816,7.52,24.64,0.148425197,0.660228169,302 Stainless Steel,1,94135K838,17.31,190.50
28.575,2.3114,433.324,3.16,14.95,0.048425197,0.215406007,302 Stainless Steel,1,94135K891,17.25,190.50
22.225,2.667,305.816,9.82,33.5,0.217322835,0.966700131,302 Stainless Steel,1,94135K601,16.94,196.85
12.7,1.6002,386.842,3.52,18.67,0.080708661,0.359010012,302 Stainless Steel,1,94135K43,8.78,203.20
14.732,1.8288,361.188,5.05,21.64,0.107480315,0.47809626,302 Stainless Steel,1,94135K44,9.44,203.20
25.4,2.413,486.41,2.25,24.99,0.078700787,0.350078544,302 Stainless Steel,1,7749N911,18.6,203.20
25.4,2.667,327.152,3.17,20.23,0.137755906,0.612768797,316 Stainless Steel,1,4992N848,24.36,203.20
25.4,2.921,389.89,4.08,45.23,0.219724409,0.977382868,302 Stainless Steel,1,7749N912,20.59,203.20
